age,occupation,annual_income,num_bank_acc,num_credit_card,interest_rate,delay_from_due_date,outstanding_debt,credit_util_ratio,credit_history_age,payment_of_min_amount,installment_per_month,amount_invested_monthly,payment_behavior,monthly_balance,credit_score
21,Entrepreneur,31156.18,7,4,15,10,159.08,33.59,18.4,Yes,113.9,107.5,Low_spent_Medium_value_payments,305.43,1
21,Entrepreneur,31156.18,7,4,15,3,159.08,24.45,18.5,Yes,113.9,260.11,Low_spent_Small_value_payments,162.82,1
22,Entrepreneur,31156.18,7,4,15,5,159.08,33.8,18.8,Yes,113.9,63.08,High_spent_Medium_value_payments,319.86,1
22,Entrepreneur,31156.18,7,4,15,5,159.08,25.21,18.11,Yes,113.9,43.93,High_spent_Large_value_payments,329.01,1
49,Lawyer,19867.475,3,5,11,8,707.29,29.25,32.7,No,42.61,64.37,Low_spent_Small_value_payments,322.68,2
43,Media_Manager,12993.97,6,6,14,19,488.79,29.34,12.1,Yes,64.9,142.43,Low_spent_Small_value_payments,205.06,1
43,Media_Manager,12993.97,6,6,14,19,488.79,34.27,12.11,Yes,64.9,27.3,High_spent_Large_value_payments,270.19,2
43,Media_Manager,12993.97,6,6,14,22,488.79,39.44,13.1,Yes,64.9,43.88,Low_spent_Large_value_payments,283.61,2
34,Lawyer,14192.12,4,3,19,8,1483.6,28.1,16.8,Yes,45.19,94.31,Low_spent_Small_value_payments,290.67,1
34,Lawyer,14192.12,4,3,19,8,1483.6,26.73,16.11,Yes,45.19,110.13,Low_spent_Small_value_payments,274.85,1
34,Lawyer,14192.12,4,3,19,8,1483.6,29.08,17.0,Yes,45.19,35.32,High_spent_Small_value_payments,319.66,1
35,Lawyer,14192.12,4,3,19,8,1483.6,27.11,17.1,Yes,45.19,61.74,Low_spent_Medium_value_payments,313.25,1
43,Writer,101191.17,6,6,17,27,1264.86,38.54,25.5,Yes,134.05,297.96,High_spent_Medium_value_payments,659.16,1
25,Media_Manager,11189.065,6,3,15,28,761.18,34.24,10.5,Yes,18.44,68.94,Low_spent_Small_value_payments,318.57,1
25,Media_Manager,11189.065,6,3,15,23,761.18,28.63,10.7,Yes,18.44,72.72,High_spent_Small_value_payments,284.78,1
25,Media_Manager,11189.065,6,3,15,24,761.18,22.16,10.8,Yes,18.44,16.81,High_spent_Medium_value_payments,330.7,1
25,Media_Manager,11189.065,6,3,15,24,761.18,34.15,10.1,Yes,18.44,52.46,Low_spent_Small_value_payments,335.04,1
33,Musician,20274.94,1,6,5,8,11.02,31.51,21.8,No,14.55,23.45,High_spent_Large_value_payments,364.95,1
33,Musician,20274.94,1,6,5,8,11.02,32.6,21.1,No,14.55,76.26,High_spent_Small_value_payments,332.14,1
34,Musician,20274.94,1,6,5,8,11.02,24.19,22.0,No,14.55,131.21,Low_spent_Large_value_payments,287.2,1
22,Writer,9388.27,4,4,32,5,2673.96,37.75,17.0,Yes,18.49,66.2,Low_spent_Small_value_payments,303.15,0
22,Writer,9388.27,4,4,32,5,2673.96,39.49,17.1,Yes,18.49,44.83,High_spent_Small_value_payments,294.51,0
41,Media_Manager,49732.41,5,7,18,8,136.95,39.21,5.5,Yes,212.38,152.34,High_spent_Medium_value_payments,312.71,1
41,Media_Manager,49732.41,5,7,18,8,136.95,39.81,5.7,Yes,212.38,43.42,High_spent_Large_value_payments,411.63,1
41,Media_Manager,49732.41,5,7,18,10,136.95,37.96,5.8,Yes,212.38,90.85,High_spent_Large_value_payments,364.2,1
41,Media_Manager,49732.41,5,7,18,8,136.95,28.1,5.1,Yes,212.38,160.84,High_spent_Medium_value_payments,304.21,0
29,Mechanic,75488.16,7,7,20,13,1888.98,28.81,6.9,Yes,85.46,296.44,Low_spent_Medium_value_payments,548.57,0
30,Mechanic,75488.16,7,7,20,19,1888.98,29.99,7.0,Yes,85.46,380.86,Low_spent_Large_value_payments,454.15,0
52,Musician,23211.26,7,5,10,24,361.52,28.84,24.1,Yes,42.56,111.95,Low_spent_Small_value_payments,349.12,1
52,Musician,23211.26,7,5,10,24,361.52,29.9,24.11,Yes,42.56,56.04,Low_spent_Large_value_payments,385.03,1
52,Musician,23211.26,7,5,10,24,361.52,28.05,25.0,Yes,42.56,52.26,Low_spent_Large_value_payments,388.81,1
52,Musician,23211.26,7,5,10,24,361.52,37.03,25.1,Yes,42.56,105.05,Low_spent_Small_value_payments,356.02,1
52,Musician,23211.26,7,5,10,19,361.52,28.14,25.4,Yes,42.56,91.18,Low_spent_Medium_value_payments,359.89,1
52,Musician,23211.26,7,5,10,24,361.52,26.32,25.5,Yes,42.56,85.36,Low_spent_Large_value_payments,355.71,1
15,Scientist,80657.84,7,7,13,25,1017.73,36.05,21.0,Yes,167.5,99.98,High_spent_Large_value_payments,625.98,1
15,Scientist,80657.84,7,7,13,25,1017.73,30.12,21.1,Yes,167.5,121.92,High_spent_Large_value_payments,604.03,1
15,Scientist,80657.84,7,7,13,25,1017.73,35.28,21.4,Yes,167.5,201.42,High_spent_Medium_value_payments,534.54,1
23,Lawyer,66978.24,8,4,12,2,462.74,31.37,23.7,Yes,165.49,358.43,High_spent_Small_value_payments,283.43,1
23,Lawyer,66978.24,8,4,12,6,462.74,30.73,23.8,Yes,165.49,139.29,High_spent_Medium_value_payments,492.57,1
23,Lawyer,66978.24,8,4,12,6,462.74,38.95,23.9,Yes,165.49,296.45,Low_spent_Small_value_payments,375.41,1
41,Doctor,32152.32,4,3,5,29,1100.76,37.76,31.5,No,22.75,206.19,Low_spent_Medium_value_payments,298.6,1
44,Journalist,17064.095,1,2,8,11,858.33,32.63,19.8,No,10.81,145.86,Low_spent_Small_value_payments,287.43,2
44,Journalist,17064.095,1,2,8,11,858.33,26.05,19.9,No,10.81,111.64,Low_spent_Medium_value_payments,311.65,2
44,Journalist,17064.095,1,2,8,11,858.33,36.61,20.1,No,10.81,185.6,Low_spent_Small_value_payments,247.69,2
44,Journalist,17064.095,1,2,8,13,858.33,26.63,20.2,No,10.81,144.05,Low_spent_Medium_value_payments,279.24,2
45,Scientist,33381.68,8,3,8,6,1403.84,34.25,11.2,Yes,114.73,232.1,Low_spent_Large_value_payments,171.45,1
45,Scientist,33381.68,8,3,8,6,1403.84,38.89,11.5,Yes,114.73,254.01,Low_spent_Small_value_payments,169.54,1
45,Scientist,33381.68,8,3,8,6,1403.84,30.76,11.8,Yes,114.73,91.71,High_spent_Medium_value_payments,291.85,1
41,Media_Manager,12705.77,6,6,17,27,314.58,35.08,21.11,Yes,14.59,58.64,Low_spent_Small_value_payments,332.75,1
41,Media_Manager,12705.77,6,6,17,27,314.58,30.6,22.1,Yes,14.59,60.75,Low_spent_Large_value_payments,310.65,1
41,Media_Manager,12705.77,6,6,17,27,314.58,40.59,22.2,Yes,14.59,145.67,Low_spent_Small_value_payments,245.72,1
42,Media_Manager,12705.77,6,6,17,24,314.58,25.46,22.3,Yes,14.59,31.27,High_spent_Medium_value_payments,320.12,1
42,Media_Manager,12705.77,6,6,17,27,314.58,37.37,22.4,Yes,14.59,101.42,Low_spent_Medium_value_payments,279.98,1
16,Doctor,28021.64,7,4,33,17,1377.41,30.34,6.11,Yes,71.04,100.16,Low_spent_Small_value_payments,363.82,0
16,Doctor,28021.64,7,4,33,17,1377.41,28.64,7.0,Yes,71.04,54.96,High_spent_Small_value_payments,379.01,0
17,Doctor,28021.64,7,4,33,17,1377.41,33.1,7.3,Yes,194.27,244.9,Low_spent_Small_value_payments,219.08,1
37,Mechanic,18718.52,6,9,16,56,4432.96,34.31,11.1,Yes,126.49,46.76,High_spent_Small_value_payments,265.24,0
37,Mechanic,18718.52,6,9,16,56,4432.96,23.25,11.2,Yes,126.49,80.06,High_spent_Small_value_payments,231.94,0
37,Mechanic,18718.52,6,9,16,55,4432.96,25.96,11.4,Yes,126.49,165.45,Low_spent_Small_value_payments,176.55,0
37,Mechanic,18718.52,6,9,16,56,4432.96,29.22,11.6,Yes,126.49,107.97,High_spent_Small_value_payments,204.03,0
37,Mechanic,18718.52,6,9,16,56,4432.96,32.06,11.7,Yes,126.49,130.45,Low_spent_Small_value_payments,211.54,0
39,Teacher,44512.24,8,4,13,6,939.29,38.59,22.1,Yes,71.91,208.66,Low_spent_Small_value_payments,379.57,1
39,Teacher,44512.24,8,4,13,5,939.29,28.53,22.11,Yes,71.91,76.87,High_spent_Small_value_payments,481.36,1
33,Teacher,56663.16,7,10,29,39,2939.68,29.1,10.11,Yes,194.7,99.92,High_spent_Medium_value_payments,419.17,1
33,Teacher,56663.16,7,10,29,39,2939.68,34.76,11.0,Yes,194.7,48.31,High_spent_Large_value_payments,460.78,1
34,Teacher,56663.16,7,10,29,39,2939.68,28.57,11.1,Yes,194.7,385.25,Low_spent_Large_value_payments,153.84,1
34,Teacher,56663.16,7,10,29,39,2939.68,35.94,11.2,Yes,194.7,166.87,Low_spent_Large_value_payments,372.22,1
34,Teacher,56663.16,7,10,29,39,2939.68,26.7,11.4,Yes,194.7,174.11,Low_spent_Small_value_payments,384.98,1
34,Teacher,56663.16,7,10,29,40,2939.68,30.02,11.5,Yes,194.7,177.89,Low_spent_Large_value_payments,361.2,1
40,Entrepreneur,76374.93000000001,8,7,12,26,1060.8,32.6,29.5,No,66.72,128.14,High_spent_Large_value_payments,672.4,1
31,Writer,12989.77,4,4,7,20,1298.38,29.76,13.8,Yes,62.21,53.47,Low_spent_Medium_value_payments,246.56,1
31,Writer,12989.77,4,4,7,20,1298.38,33.5,13.9,Yes,62.21,74.87,Low_spent_Small_value_payments,235.16,1
31,Writer,12989.77,4,4,7,20,1298.38,35.98,13.1,Yes,62.21,71.65,Low_spent_Small_value_payments,238.38,2
32,Writer,12989.77,4,4,7,20,1298.38,31.28,14.0,Yes,62.21,54.74,Low_spent_Large_value_payments,235.29,2
32,Writer,12989.77,4,4,7,20,1298.38,25.98,14.1,Yes,62.21,47.41,Low_spent_Small_value_payments,262.63,1
31,Doctor,17282.31,5,4,1,17,188.54,31.38,29.3,No,23.7,49.71,Low_spent_Medium_value_payments,371.91,0
31,Doctor,17282.31,5,4,1,17,188.54,35.83,29.4,No,23.7,66.08,High_spent_Medium_value_payments,325.54,0
31,Doctor,17282.31,5,4,1,14,188.54,32.26,29.5,No,23.7,97.52,Low_spent_Small_value_payments,334.1,0
32,Doctor,17282.31,5,4,1,17,188.54,39.64,29.7,No,23.7,84.72,Low_spent_Small_value_payments,346.9,0
32,Doctor,17282.31,5,4,1,17,188.54,32.41,29.1,No,185.92,175.44,Low_spent_Small_value_payments,256.18,0
44,Teacher,80415.12,6,7,16,18,1309.61,33.38,19.1,Yes,269.12,163.41,High_spent_Large_value_payments,454.69,2
45,Accountant,12434.24,6,6,15,11,768.69,24.84,26.5,Yes,11.24,86.23,Low_spent_Small_value_payments,278.05,1
45,Accountant,12434.24,6,6,15,12,768.69,24.33,26.8,Yes,11.24,29.72,Low_spent_Small_value_payments,334.56,1
38,Lawyer,37756.85,3,4,11,8,352.49,31.14,32.1,No,83.96,170.72,High_spent_Small_value_payments,291.86,2
38,Lawyer,37756.85,3,4,11,11,352.49,34.27,32.11,No,83.96,170.85,Low_spent_Medium_value_payments,311.73,1
38,Lawyer,37756.85,3,4,11,11,352.49,35.41,33.2,No,83.96,365.64,Low_spent_Small_value_payments,126.94,2
39,Lawyer,37756.85,3,4,11,11,352.49,37.9,33.3,No,83.96,371.11,Low_spent_Small_value_payments,121.47,2
39,Lawyer,37756.85,3,4,11,11,352.49,37.99,33.4,No,83.96,254.27,Low_spent_Small_value_payments,238.31,2
39,Lawyer,37756.85,3,4,11,10,352.49,27.05,33.5,No,83.96,168.03,High_spent_Small_value_payments,294.55,2
36,Doctor,19944.35,8,9,30,17,2153.35,37.78,13.8,Yes,44.34,105.67,Low_spent_Medium_value_payments,311.9,0
36,Doctor,19944.35,8,9,30,22,2153.35,34.73,13.9,Yes,44.34,123.44,Low_spent_Small_value_payments,304.13,1
36,Doctor,19944.35,8,9,30,25,2153.35,25.16,13.1,Yes,44.34,105.38,Low_spent_Large_value_payments,302.19,1
36,Doctor,19944.35,8,9,30,22,2153.35,32.13,14.0,Yes,44.34,11.81,High_spent_Large_value_payments,365.76,1
31,Media_Manager,32411.63,8,7,6,6,313.97,23.96,17.1,No,27.85,299.83,Low_spent_Small_value_payments,237.62,1
31,Media_Manager,32411.63,8,7,6,6,313.97,39.26,17.2,No,27.85,146.41,Low_spent_Small_value_payments,391.04,1
31,Media_Manager,32411.63,8,7,6,7,313.97,37.6,17.3,No,27.85,89.72,High_spent_Small_value_payments,417.73,1
31,Media_Manager,32411.63,8,7,6,1,313.97,31.55,17.5,No,27.85,214.27,Low_spent_Large_value_payments,303.18,1
38,Entrepreneur,97826.07,5,3,15,12,395.61,28.92,6.6,Yes,295.68,328.24,High_spent_Medium_value_payments,466.69,2
38,Entrepreneur,97826.07,5,3,15,9,395.61,40.74,6.8,Yes,295.68,341.64,High_spent_Medium_value_payments,453.3,1
51,Journalist,30760.15,4,4,7,23,143.92,25.85,27.2,No,41.13,208.82,Low_spent_Large_value_payments,283.99,1
51,Journalist,30760.15,4,4,7,23,143.92,31.46,27.6,No,41.13,126.98,High_spent_Small_value_payments,355.83,0
51,Journalist,30760.15,4,4,7,23,143.92,27.52,27.7,No,41.13,31.78,High_spent_Large_value_payments,431.02,0
42,Engineer,7866.91,3,5,11,22,1076.09,39.07,11.1,Yes,23.93,50.91,Low_spent_Large_value_payments,276.62,1
42,Engineer,7866.91,3,5,11,21,1076.09,25.44,11.2,Yes,23.93,63.64,Low_spent_Small_value_payments,283.89,1
42,Engineer,7866.91,3,5,11,26,1076.09,24.25,11.3,Yes,23.93,28.88,High_spent_Medium_value_payments,278.65,1
42,Engineer,7866.91,3,5,11,27,1076.09,26.68,11.5,Yes,23.93,75.15,Low_spent_Small_value_payments,272.38,1
15,Manager,36597.56,8,10,29,56,2963.18,31.4,9.6,Yes,122.9,161.38,High_spent_Small_value_payments,290.1,0
15,Manager,36597.56,8,10,29,56,2963.18,29.52,9.9,Yes,122.9,200.97,Low_spent_Large_value_payments,260.51,0
16,Manager,36597.56,8,10,29,56,2963.18,36.01,9.11,Yes,122.9,60.08,High_spent_Medium_value_payments,381.4,0
14,Musician,16791.76,8,10,33,49,2463.9,37.23,16.1,Yes,31.81,38.99,High_spent_Large_value_payments,334.03,0
14,Musician,16791.76,8,10,33,49,2463.9,37.44,16.5,Yes,31.81,140.17,Low_spent_Medium_value_payments,272.85,0
42,Lawyer,65804.68,8,4,5,22,1068.77,37.03,31.3,Yes,181.6,46.65,High_spent_Large_value_payments,575.72,1
42,Lawyer,65804.68,8,4,5,22,1068.77,28.19,31.5,Yes,181.6,110.75,High_spent_Medium_value_payments,521.62,1
42,Lawyer,65804.68,8,4,5,22,1068.77,33.22,31.6,Yes,181.6,216.18,Low_spent_Large_value_payments,436.19,1
42,Lawyer,65804.68,8,4,5,22,1068.77,26.09,31.7,Yes,181.6,337.94,Low_spent_Large_value_payments,314.43,1
42,Lawyer,65804.68,8,4,5,22,1068.77,27.66,31.9,Yes,181.6,412.36,Low_spent_Large_value_payments,240.01,1
42,Teacher,8719.0,9,5,19,44,1643.18,29.61,8.4,Yes,34.67,21.17,Low_spent_Large_value_payments,279.52,1
42,Teacher,8719.0,9,5,19,44,1643.18,40.49,8.6,Yes,34.67,78.56,Low_spent_Small_value_payments,242.13,1
43,Teacher,8719.0,9,5,19,39,1643.18,25.43,8.8,Yes,34.67,34.03,Low_spent_Small_value_payments,286.66,0
43,Teacher,8719.0,9,5,19,44,1643.18,27.91,8.9,Yes,34.67,58.17,Low_spent_Large_value_payments,242.52,0
43,Teacher,8719.0,9,5,19,40,1643.18,35.94,8.11,Yes,34.67,53.95,Low_spent_Small_value_payments,266.73,0
24,Doctor,20937.38,8,8,30,54,1794.51,28.97,7.9,Yes,52.15,37.98,High_spent_Large_value_payments,314.95,0
24,Doctor,20937.38,8,8,30,54,1794.51,29.89,7.11,Yes,52.15,82.59,Low_spent_Small_value_payments,320.34,0
24,Doctor,20937.38,8,8,30,54,1794.51,36.64,8.0,Yes,52.15,63.65,High_spent_Small_value_payments,309.27,0
24,Doctor,20937.38,8,8,30,49,1794.51,37.01,8.1,Yes,52.15,77.53,High_spent_Small_value_payments,295.4,0
24,Doctor,20937.38,8,8,30,56,1794.51,36.94,8.2,Yes,52.15,161.23,Low_spent_Small_value_payments,241.7,1
24,Doctor,20937.38,8,8,30,54,1794.51,37.84,8.4,Yes,52.15,48.55,Low_spent_Large_value_payments,334.37,0
38,Journalist,47888.94,4,4,27,12,1835.98,25.91,14.0,Yes,150.78,87.22,High_spent_Medium_value_payments,431.77,0
39,Journalist,47888.94,4,4,27,9,1835.98,27.42,14.1,Yes,150.78,101.61,High_spent_Medium_value_payments,417.38,0
39,Journalist,47888.94,4,4,27,9,1835.98,30.22,14.5,Yes,150.78,97.91,High_spent_Medium_value_payments,421.08,0
32,Musician,15361.995,8,6,10,11,440.92,32.96,9.11,Yes,51.74,49.65,Low_spent_Medium_value_payments,320.02,1
32,Musician,15361.995,8,6,10,9,440.92,24.29,10.1,Yes,51.74,179.52,Low_spent_Small_value_payments,200.15,1
32,Musician,15361.995,8,6,10,11,440.92,34.62,10.2,Yes,51.74,174.28,Low_spent_Small_value_payments,205.4,1
32,Musician,15361.995,8,6,10,10,440.92,24.4,10.4,Yes,51.74,91.21,High_spent_Small_value_payments,258.46,1
32,Musician,15361.995,8,6,10,11,440.92,35.88,10.5,Yes,51.74,145.29,Low_spent_Medium_value_payments,224.39,1
33,Engineer,28501.86,4,2,10,7,1045.3,33.31,23.11,No,29.15,319.39,Low_spent_Small_value_payments,180.97,2
34,Engineer,28501.86,4,2,10,5,1045.3,32.71,24.2,No,29.15,28.09,High_spent_Large_value_payments,422.28,2
34,Engineer,28501.86,4,2,10,9,1045.3,34.15,24.4,No,29.15,21.96,High_spent_Large_value_payments,428.41,2
34,Engineer,28501.86,4,2,10,2,1045.3,27.44,24.5,No,29.15,79.49,Low_spent_Large_value_payments,400.87,2
54,Manager,18167.415,1,7,5,10,718.95,37.87,31.7,No,24.44,27.53,High_spent_Small_value_payments,358.42,1
54,Manager,18167.415,1,7,5,10,718.95,40.45,31.8,No,24.44,180.08,Low_spent_Small_value_payments,235.88,1
54,Manager,18167.415,1,7,5,13,718.95,38.0,31.9,No,24.44,167.7,Low_spent_Small_value_payments,248.25,1
55,Manager,18167.415,1,7,5,10,718.95,34.58,31.11,No,24.44,144.46,Low_spent_Medium_value_payments,261.49,1
55,Manager,18167.415,1,7,5,10,718.95,34.66,32.0,No,24.44,125.8,Low_spent_Medium_value_payments,280.15,1
55,Manager,18167.415,1,7,5,10,718.95,23.89,32.2,No,24.44,88.26,Low_spent_Large_value_payments,307.7,1
15,Lawyer,9243.765,9,8,19,54,1459.06,34.98,13.9,Yes,13.68,37.22,Low_spent_Small_value_payments,295.53,1
15,Lawyer,9243.765,9,8,19,53,1459.06,38.61,13.1,Yes,13.68,42.67,Low_spent_Small_value_payments,290.08,1
15,Accountant,64159.53,8,6,8,6,795.79,31.5,12.0,Yes,250.42,253.13,Low_spent_Large_value_payments,293.22,1
15,Accountant,64159.53,8,6,8,8,795.79,40.85,12.4,Yes,250.42,188.67,High_spent_Medium_value_payments,337.68,1
16,Accountant,64159.53,8,6,8,8,795.79,26.94,12.5,Yes,250.42,116.86,High_spent_Small_value_payments,419.48,1
16,Accountant,64159.53,8,6,8,12,795.79,33.4,12.6,Yes,250.42,177.9,High_spent_Small_value_payments,358.44,1
24,Musician,17234.695,7,3,7,19,901.12,28.62,28.2,Yes,33.49,96.91,Low_spent_Small_value_payments,294.32,1
25,Musician,17234.695,7,3,7,16,901.12,30.99,28.8,Yes,33.49,89.06,Low_spent_Large_value_payments,282.18,1
29,Accountant,62848.88,7,7,8,16,2680.87,31.04,6.7,Yes,243.76,209.7,Low_spent_Medium_value_payments,333.58,1
36,Mechanic,15270.77,10,9,31,45,2576.05,39.79,5.1,Yes,52.5,52.62,High_spent_Small_value_payments,276.83,0
36,Mechanic,15270.77,10,9,31,45,2576.05,27.68,5.11,Yes,52.5,23.1,High_spent_Medium_value_payments,296.35,0
19,Accountant,53587.86,6,6,18,28,636.73,38.97,14.11,Yes,124.92,393.33,Low_spent_Small_value_payments,191.52,1
19,Accountant,53587.86,6,6,18,28,636.73,35.98,15.3,Yes,124.92,162.04,High_spent_Medium_value_payments,382.81,1
19,Accountant,53587.86,6,6,18,28,636.73,27.11,15.4,Yes,124.92,249.47,High_spent_Small_value_payments,305.38,1
19,Accountant,53587.86,6,6,18,28,636.73,30.79,15.5,Yes,124.92,228.52,High_spent_Small_value_payments,326.33,1
41,Architect,9920.795,10,9,32,28,2872.19,31.79,5.9,Yes,42.27,27.04,High_spent_Medium_value_payments,255.06,0
41,Architect,9920.795,10,9,32,33,2872.19,29.27,5.1,Yes,42.27,28.82,Low_spent_Medium_value_payments,283.29,1
41,Architect,9920.795,10,9,32,33,2872.19,33.95,6.2,Yes,42.27,23.56,High_spent_Small_value_payments,268.55,0
41,Architect,9920.795,10,9,32,33,2872.19,35.13,6.3,Yes,42.27,69.49,Low_spent_Medium_value_payments,242.62,0
17,Writer,8780.975,5,4,20,16,851.71,35.65,10.8,Yes,36.75,21.81,High_spent_Small_value_payments,245.02,1
17,Writer,8780.975,5,4,20,20,851.71,35.51,10.9,Yes,36.75,10.79,High_spent_Medium_value_payments,246.04,1
17,Writer,8780.975,5,4,20,16,851.71,26.63,10.11,Yes,36.75,54.66,Low_spent_Small_value_payments,242.17,0
18,Writer,8780.975,5,4,20,16,851.71,39.33,11.0,Yes,36.75,21.4,Low_spent_Small_value_payments,275.43,0
18,Writer,8780.975,5,4,20,16,851.71,38.96,11.3,Yes,36.75,52.85,Low_spent_Small_value_payments,243.98,0
44,Doctor,15148.98,6,9,17,16,2530.46,23.41,17.5,Yes,25.18,118.78,Low_spent_Small_value_payments,274.08,1
44,Doctor,15148.98,6,9,17,16,2530.46,37.76,17.6,Yes,25.18,87.66,Low_spent_Medium_value_payments,295.2,0
45,Doctor,15148.98,6,9,17,16,2530.46,35.32,17.9,Yes,25.18,115.59,Low_spent_Small_value_payments,277.27,0
38,Mechanic,15106.33,6,9,16,53,1389.92,26.26,7.8,Yes,79.45,28.92,High_spent_Large_value_payments,285.71,0
17,Musician,49880.52,4,6,6,10,849.02,32.31,18.3,Yes,111.36,137.45,Low_spent_Large_value_payments,445.16,1
17,Musician,49880.52,4,6,6,8,849.02,33.29,18.4,Yes,111.36,34.77,High_spent_Large_value_payments,517.84,1
17,Musician,49880.52,4,6,6,10,849.02,32.83,18.6,Yes,111.36,372.96,Low_spent_Small_value_payments,229.66,1
17,Musician,49880.52,4,6,6,10,849.02,33.5,18.8,Yes,111.36,180.45,Low_spent_Large_value_payments,402.17,1
18,Musician,49880.52,4,6,6,10,849.02,29.94,18.9,Yes,111.36,419.35,Low_spent_Small_value_payments,183.26,1
25,Musician,25610.67,3,4,19,9,46.58,26.68,24.5,No,24.8,122.5,Low_spent_Large_value_payments,341.73,1
25,Musician,25610.67,3,4,19,9,46.58,31.91,24.6,No,24.8,33.07,High_spent_Medium_value_payments,411.15,1
25,Musician,25610.67,3,4,19,7,46.58,26.18,24.8,No,24.8,50.47,High_spent_Large_value_payments,383.75,1
26,Musician,25610.67,3,4,19,9,46.58,38.06,24.1,No,24.8,87.64,High_spent_Small_value_payments,366.58,1
26,Musician,25610.67,3,4,19,10,46.58,34.31,24.11,No,24.8,107.47,High_spent_Small_value_payments,346.76,1
47,Accountant,16609.095,2,3,4,12,864.0,35.05,22.8,No,22.41,154.27,Low_spent_Medium_value_payments,252.13,2
47,Accountant,16609.095,2,3,4,7,864.0,23.63,22.11,No,22.41,26.71,High_spent_Large_value_payments,339.69,2
47,Accountant,16609.095,2,3,4,12,864.0,33.63,23.0,No,22.41,41.44,High_spent_Medium_value_payments,334.96,2
48,Accountant,16609.095,2,3,4,12,864.0,39.94,23.2,No,22.41,178.56,Low_spent_Small_value_payments,237.83,1
48,Accountant,16609.095,1,2,4,12,864.0,38.22,23.3,No,22.41,146.98,Low_spent_Small_value_payments,269.42,1
26,Musician,30619.71,5,3,18,30,701.44,41.53,24.6,Yes,298.52,67.35,High_spent_Medium_value_payments,409.01,2
26,Musician,30619.71,5,3,18,30,701.44,30.75,24.9,Yes,298.52,243.79,Low_spent_Small_value_payments,272.57,2
26,Musician,30619.71,5,3,18,34,701.44,26.19,24.1,Yes,298.52,84.7,High_spent_Medium_value_payments,391.67,2
14,Scientist,18885.93,9,7,22,22,1383.42,26.35,9.5,Yes,29.6,83.5,Low_spent_Medium_value_payments,326.08,0
14,Scientist,18885.93,9,7,22,22,1383.42,40.75,9.7,Yes,29.6,137.23,Low_spent_Small_value_payments,282.35,0
14,Scientist,18885.93,9,7,22,21,1383.42,29.84,9.1,Yes,29.6,148.25,Low_spent_Small_value_payments,271.32,1
14,Scientist,18885.93,9,7,22,21,1383.42,27.8,9.11,Yes,29.6,92.54,Low_spent_Small_value_payments,327.04,0
14,Scientist,18885.93,9,7,22,22,1383.42,27.98,10.0,Yes,29.6,70.87,Low_spent_Large_value_payments,328.7,0
53,Mechanic,22933.45,8,7,19,30,328.94,35.56,19.11,Yes,38.76,229.45,Low_spent_Small_value_payments,209.11,1
53,Mechanic,22933.45,8,7,19,33,328.94,33.21,20.3,Yes,38.76,129.45,Low_spent_Small_value_payments,309.11,1
53,Mechanic,22933.45,8,7,19,30,328.94,36.6,20.4,Yes,38.76,71.06,High_spent_Medium_value_payments,327.5,1
53,Mechanic,22933.45,8,7,19,30,328.94,35.24,20.5,Yes,38.76,70.97,High_spent_Medium_value_payments,327.58,1
52,Journalist,40019.0,2,1,2,1,1445.81,27.12,20.1,No,70.34,72.7,High_spent_Large_value_payments,437.15,1
52,Journalist,40019.0,2,1,2,1,1445.81,35.25,20.2,No,70.34,102.75,High_spent_Medium_value_payments,417.1,2
29,Scientist,28634.88,6,6,17,52,3195.0,27.25,6.9,Yes,106.5,46.95,High_spent_Large_value_payments,330.77,0
29,Scientist,28634.88,6,6,17,52,3195.0,38.68,7.0,Yes,106.5,98.11,Low_spent_Large_value_payments,309.61,0
29,Scientist,28634.88,6,6,17,51,3195.0,29.83,7.1,Yes,106.5,105.31,Low_spent_Small_value_payments,322.41,0
30,Scientist,28634.88,6,6,17,55,3195.0,34.35,7.3,Yes,106.5,196.03,Low_spent_Small_value_payments,231.69,1
30,Scientist,28634.88,6,6,17,52,3195.0,23.65,7.4,Yes,106.5,223.38,Low_spent_Medium_value_payments,194.34,0
25,Developer,57055.95,4,4,9,17,470.01,39.86,7.11,Yes,174.29,182.51,High_spent_Medium_value_payments,374.97,1
26,Developer,57055.95,4,4,9,17,470.01,27.75,8.2,Yes,174.29,388.77,Low_spent_Small_value_payments,208.71,1
26,Developer,57055.95,4,4,9,17,470.01,30.5,8.3,Yes,174.29,100.18,High_spent_Medium_value_payments,457.3,1
